"id_operacion","id_almacen","fecha_hora","tipo_operacion","recursos_asignados","productos_involucrados","tiempo_ejecucion","estado_operacion","tiempo_estimado","productividad","zona_almacen","volumen"
65807,2,"2024-01-05 04:27:00","Packing",6,152,"45.14","Completado","35.45","1.26","Zona A - Recepción","24.30"
65808,5,"2024-01-17 04:23:00","Packing",8,68,"10.34","Completado","39.72","0.74","Zona C - Picking","3.92"
65809,3,"2024-02-24 08:34:00","Recepción",1,17,"77.95","Completado","33.48","0.81","Zona A - Recepción","21.26"
65810,2,"2024-03-21 05:57:00","Picking",8,40,"41.76","Completado","27.09","0.96","Zona C - Picking","16.30"
65811,3,"2024-04-17 09:02:00","Recepción",8,24,"36.74","Completado","43.74","0.98","Zona D - Packing","2.98"
65812,4,"2024-09-02 01:15:00","Recepción",8,174,"52.80","Completado","77.02","1.11","Zona A - Recepción","13.36"
65813,4,"2024-10-04 07:13:00","Inventario",2,156,"131.15","Completado","17.16","0.74","Zona E - Expedición","3.84"
65814,2,"2024-02-26 12:24:00","Inventario",1,99,"28.01","Completado","49.55","1.00","Zona B - Almacenaje","19.28"
65815,2,"2024-05-18 02:02:00","Packing",4,27,"51.59","Completado","29.40","0.66","Zona B - Almacenaje","4.81"
65816,5,"2024-01-21 10:31:00","Picking",2,89,"109.40","Completado","28.67","0.61","Zona E - Expedición","22.76"
65817,4,"2024-06-20 10:49:00","Packing",2,75,"38.65","Completado","78.29","0.84","Zona A - Recepción","3.50"
65818,4,"2024-06-02 03:45:00","Recepción",6,27,"98.87","Completado","18.55","1.38","Zona E - Expedición","1.74"
65819,3,"2024-07-05 11:01:00","Inventario",5,31,"98.91","Completado","16.73","1.31","Zona A - Recepción","0.78"
65820,4,"2024-04-07 12:53:00","Recepción",3,105,"176.52","En_Progreso","163.54","1.22","Zona B - Almacenaje","17.49"
65821,5,"2024-04-29 04:16:00","Recepción",1,132,"20.86","En_Progreso","158.93","1.02","Zona B - Almacenaje","9.60"
65822,5,"2024-05-08 00:05:00","Recepción",4,162,"54.66","En_Progreso","42.70","1.34","Zona A - Recepción","18.01"
65823,3,"2024-05-08 02:33:00","Recepción",1,76,"17.72","Completado","39.01","1.26","Zona E - Expedición","15.86"
65824,2,"2024-05-10 08:52:00","Inventario",2,187,"41.30","Completado","36.52","1.34","Zona E - Expedición","22.35"
65825,5,"2024-04-14 05:59:00","Recepción",2,101,"29.28","Completado","75.87","0.97","Zona B - Almacenaje","10.37"
65826,4,"2024-02-23 00:31:00","Packing",2,87,"9.20","Completado","55.11","0.62","Zona A - Recepción","7.54"
65827,2,"2024-09-10 02:27:00","Picking",8,83,"27.54","Completado","79.27","0.82","Zona E - Expedición","12.22"
65828,5,"2024-06-17 06:26:00","Recepción",5,128,"87.17","Completado","30.85","1.34","Zona A - Recepción","12.01"
65829,5,"2024-02-15 06:02:00","Inventario",6,188,"162.40","Completado","144.59","0.76","Zona A - Recepción","17.84"
65830,1,"2024-05-26 05:16:00","Inventario",3,25,"34.85","Completado","44.14","1.39","Zona C - Picking","11.64"
65831,3,"2024-02-19 13:54:00","Packing",6,125,"21.25","Completado","62.21","0.68","Zona B - Almacenaje","14.69"
65832,3,"2024-04-22 02:38:00","Packing",6,49,"27.70","Completado","31.27","1.04","Zona D - Packing","10.25"
65833,1,"2024-01-22 07:06:00","Recepción",3,178,"48.93","En_Progreso","162.22","0.65","Zona D - Packing","10.56"
65834,2,"2024-07-06 11:43:00","Inventario",8,17,"25.28","Completado","38.91","0.66","Zona B - Almacenaje","1.89"
65835,1,"2024-05-30 09:27:00","Packing",7,34,"51.53","Completado","38.52","0.93","Zona A - Recepción","20.78"
65836,5,"2024-01-21 04:39:00","Recepción",8,147,"9.80","Completado","29.38","0.70","Zona D - Packing","20.40"
65837,1,"2024-07-16 01:29:00","Picking",2,75,"98.59","En_Progreso","55.29","1.07","Zona B - Almacenaje","23.87"
65838,1,"2024-05-13 03:50:00","Picking",6,193,"81.58","Completado","91.33","0.65","Zona A - Recepción","10.73"
65839,2,"2024-01-12 00:51:00","Recepción",4,172,"27.34","Fallido","68.94","1.33","Zona E - Expedición","3.04"
65840,3,"2024-08-19 07:53:00","Picking",5,91,"45.98","Completado","84.42","0.89","Zona D - Packing","2.88"
65841,3,"2024-01-24 01:28:00","Recepción",6,176,"21.52","Completado","50.02","1.25","Zona D - Packing","18.80"
65842,5,"2024-06-12 07:56:00","Packing",6,100,"87.84","Completado","19.49","1.39","Zona A - Recepción","4.47"
65843,4,"2024-07-25 11:11:00","Recepción",6,30,"44.39","Completado","27.13","0.96","Zona B - Almacenaje","2.34"
65844,5,"2024-01-26 06:06:00","Inventario",5,123,"97.01","Completado","60.88","0.65","Zona C - Picking","22.18"
65845,4,"2024-06-16 13:15:00","Recepción",4,116,"139.84","Completado","159.01","1.13","Zona B - Almacenaje","8.21"
65846,2,"2024-05-18 13:17:00","Packing",3,48,"25.34","Completado","25.03","1.15","Zona B - Almacenaje","18.39"
65847,4,"2024-08-23 02:12:00","Picking",1,172,"31.76","Completado","89.95","0.73","Zona E - Expedición","11.79"
65848,3,"2024-07-19 11:05:00","Packing",5,52,"44.73","Completado","24.20","1.27","Zona C - Picking","18.09"
65849,3,"2024-09-05 04:19:00","Packing",7,142,"63.61","Completado","159.23","0.85","Zona A - Recepción","6.49"
65850,1,"2024-04-08 10:05:00","Picking",7,183,"60.21","Completado","13.39","1.20","Zona D - Packing","11.31"
65851,2,"2024-03-30 05:52:00","Recepción",4,147,"106.90","Completado","15.40","0.92","Zona B - Almacenaje","3.68"
65852,5,"2024-03-25 04:35:00","Recepción",5,67,"99.91","Completado","27.01","1.21","Zona A - Recepción","23.55"
65853,1,"2024-09-06 05:23:00","Packing",6,192,"76.91","Completado","114.78","1.39","Zona B - Almacenaje","10.53"
65854,4,"2024-03-24 03:28:00","Inventario",7,146,"42.35","Completado","146.45","1.13","Zona A - Recepción","6.93"
65855,2,"2024-03-20 08:09:00","Recepción",3,119,"20.16","Completado","39.53","1.11","Zona C - Picking","3.16"
65856,1,"2024-05-05 12:08:00","Packing",3,65,"23.12","Completado","57.92","1.38","Zona B - Almacenaje","9.01"
65857,3,"2024-06-05 07:14:00","Packing",5,147,"24.61","Completado","81.79","1.39","Zona D - Packing","4.22"
65858,5,"2024-03-23 02:26:00","Packing",3,78,"128.35","Completado","44.43","1.31","Zona E - Expedición","24.02"
65859,2,"2024-07-17 09:50:00","Inventario",1,159,"124.58","Completado","28.48","1.33","Zona B - Almacenaje","9.11"
65860,5,"2024-06-29 07:05:00","Picking",6,129,"14.82","Completado","34.64","1.23","Zona B - Almacenaje","21.51"
65861,5,"2024-03-19 01:37:00","Picking",1,195,"34.34","Completado","107.49","1.09","Zona C - Picking","14.73"
65862,3,"2024-09-20 09:58:00","Inventario",2,89,"94.22","En_Progreso","83.18","1.04","Zona C - Picking","0.67"
65863,1,"2024-01-17 05:20:00","Recepción",4,175,"22.02","Completado","104.59","0.85","Zona E - Expedición","18.05"
65864,5,"2024-04-17 07:25:00","Packing",4,127,"38.65","En_Progreso","178.54","0.62","Zona A - Recepción","18.01"
65865,5,"2024-01-04 06:02:00","Picking",1,166,"17.85","Completado","15.26","0.84","Zona C - Picking","17.23"
65866,2,"2024-01-14 00:52:00","Picking",4,174,"59.96","En_Progreso","114.02","0.75","Zona A - Recepción","18.17"
65867,3,"2024-08-19 10:47:00","Inventario",1,154,"92.01","Completado","56.76","0.81","Zona C - Picking","10.34"
65868,3,"2024-02-12 03:22:00","Recepción",4,30,"38.73","Completado","77.46","1.21","Zona C - Picking","18.75"
65869,2,"2024-05-25 07:27:00","Picking",3,118,"80.57","En_Progreso","102.77","1.25","Zona E - Expedición","17.86"
65870,4,"2024-07-14 05:14:00","Recepción",4,158,"29.42","Completado","111.91","0.88","Zona D - Packing","12.72"
65871,1,"2024-04-16 05:06:00","Packing",7,94,"39.83","Completado","81.60","0.95","Zona B - Almacenaje","9.96"
65872,2,"2024-05-17 12:43:00","Recepción",6,38,"89.79","Completado","49.96","0.88","Zona A - Recepción","20.74"
65873,1,"2024-02-02 03:28:00","Picking",2,96,"141.82","Completado","37.87","1.21","Zona A - Recepción","12.81"
65874,5,"2024-04-26 01:40:00","Packing",3,72,"58.13","Completado","65.35","0.86","Zona C - Picking","24.45"
65875,5,"2024-09-02 12:13:00","Packing",6,30,"26.49","Completado","56.43","1.07","Zona D - Packing","8.06"
65876,1,"2024-01-06 04:11:00","Recepción",1,15,"55.45","Completado","104.21","0.96","Zona D - Packing","6.97"
65877,2,"2024-02-08 04:50:00","Recepción",6,7,"109.71","Completado","62.23","1.30","Zona E - Expedición","15.05"
65878,2,"2024-04-02 03:47:00","Inventario",4,166,"56.87","Completado","43.76","1.33","Zona E - Expedición","23.22"
65879,5,"2024-07-19 06:37:00","Recepción",4,15,"114.49","En_Progreso","13.45","1.14","Zona E - Expedición","2.27"
65880,2,"2024-02-01 12:49:00","Recepción",5,151,"134.20","Completado","66.70","0.88","Zona E - Expedición","21.62"
65881,3,"2024-02-28 05:00:00","Recepción",3,3,"158.91","Completado","28.95","1.38","Zona C - Picking","10.81"
65882,4,"2024-05-29 06:18:00","Picking",4,80,"83.36","Completado","30.42","1.24","Zona D - Packing","10.62"
65883,4,"2024-04-18 10:36:00","Picking",5,117,"52.83","Completado","51.62","1.30","Zona C - Picking","5.39"
65884,1,"2024-04-29 11:55:00","Packing",8,60,"54.97","Completado","80.99","0.77","Zona D - Packing","6.79"
65885,3,"2024-06-22 00:49:00","Inventario",3,45,"39.63","Completado","98.95","0.84","Zona E - Expedición","7.79"
65886,5,"2024-09-11 05:59:00","Inventario",4,194,"27.78","Completado","35.12","0.90","Zona E - Expedición","3.09"
65887,1,"2024-06-09 11:38:00","Recepción",4,60,"11.37","En_Progreso","48.09","0.62","Zona C - Picking","15.96"
65888,4,"2024-07-11 08:49:00","Packing",7,119,"55.88","Completado","34.47","0.65","Zona E - Expedición","9.01"
65889,3,"2024-05-20 07:59:00","Packing",4,101,"43.22","Completado","144.69","1.07","Zona D - Packing","9.58"
65890,5,"2024-08-15 06:24:00","Inventario",7,180,"60.03","Fallido","29.03","0.76","Zona E - Expedición","20.62"
65891,3,"2024-02-16 09:48:00","Recepción",5,178,"64.08","Completado","48.65","0.70","Zona B - Almacenaje","17.54"
65892,2,"2024-03-07 08:02:00","Packing",4,179,"127.34","En_Progreso","11.55","1.25","Zona C - Picking","7.36"
65893,3,"2024-06-26 06:00:00","Recepción",5,167,"36.75","Completado","52.77","0.76","Zona E - Expedición","10.71"
65894,2,"2024-07-10 11:37:00","Packing",4,12,"26.36","Completado","31.28","0.89","Zona C - Picking","4.93"
65895,1,"2024-02-28 10:05:00","Recepción",5,27,"34.73","Completado","81.71","1.11","Zona C - Picking","20.50"
65896,1,"2024-02-07 02:49:00","Picking",7,84,"26.55","Completado","55.90","1.13","Zona B - Almacenaje","23.81"
65897,4,"2024-03-04 11:10:00","Recepción",6,40,"45.44","Completado","48.49","0.62","Zona A - Recepción","11.83"
65898,2,"2024-01-27 03:04:00","Inventario",3,140,"39.44","Completado","55.23","1.35","Zona D - Packing","18.16"
65899,4,"2024-08-22 09:55:00","Packing",3,74,"19.02","Completado","49.03","1.30","Zona A - Recepción","6.53"
65900,2,"2024-02-05 05:13:00","Packing",6,73,"42.11","Completado","50.52","0.64","Zona C - Picking","15.61"
65901,3,"2024-02-11 08:35:00","Picking",5,75,"62.63","Completado","19.31","0.75","Zona A - Recepción","9.05"
65902,2,"2024-06-18 10:06:00","Packing",4,58,"67.40","Completado","31.70","1.02","Zona D - Packing","6.06"
65903,4,"2024-03-11 02:20:00","Inventario",2,119,"9.35","En_Progreso","86.31","1.14","Zona A - Recepción","15.58"
65904,1,"2024-05-04 09:56:00","Packing",2,167,"63.40","Completado","107.84","1.21","Zona C - Picking","3.27"
65905,1,"2024-04-24 02:59:00","Packing",5,59,"57.30","Completado","54.72","1.02","Zona B - Almacenaje","14.91"
65906,2,"2024-01-13 07:28:00","Packing",3,51,"29.72","Completado","177.87","1.18","Zona E - Expedición","0.91"
65907,1,"2024-02-16 08:22:00","Picking",4,104,"33.39","Completado","11.45","1.25","Zona A - Recepción","17.03"
65908,1,"2024-08-23 07:38:00","Packing",1,114,"37.87","Completado","51.60","1.38","Zona B - Almacenaje","2.39"
65909,1,"2024-09-30 00:19:00","Inventario",1,169,"43.88","Completado","41.35","0.94","Zona E - Expedición","5.70"
65910,2,"2024-02-08 11:15:00","Picking",5,12,"20.67","Completado","14.54","0.68","Zona B - Almacenaje","5.27"
65911,4,"2024-08-19 13:37:00","Packing",2,126,"32.67","Completado","80.31","1.16","Zona E - Expedición","23.54"
65912,4,"2024-07-12 11:24:00","Packing",2,126,"33.95","Completado","161.89","1.00","Zona D - Packing","1.65"
65913,3,"2024-05-05 12:15:00","Inventario",5,47,"26.97","Completado","15.97","1.31","Zona C - Picking","12.03"
65914,5,"2024-03-10 04:40:00","Picking",2,6,"80.51","Completado","37.25","1.12","Zona A - Recepción","18.37"
65915,4,"2024-02-28 00:08:00","Inventario",5,162,"14.11","Completado","27.53","0.97","Zona C - Picking","22.02"
65916,1,"2024-02-25 02:15:00","Inventario",6,200,"42.17","Completado","33.51","1.18","Zona D - Packing","16.67"
65917,2,"2024-06-06 02:47:00","Packing",8,176,"38.71","Completado","159.94","1.10","Zona D - Packing","22.26"
65918,2,"2024-02-08 01:24:00","Packing",1,6,"25.08","En_Progreso","34.93","1.35","Zona E - Expedición","13.58"
65919,3,"2024-03-11 08:45:00","Packing",7,75,"55.35","En_Progreso","24.22","0.90","Zona C - Picking","7.25"
65920,1,"2024-09-11 04:27:00","Packing",6,93,"102.19","Completado","44.05","0.76","Zona B - Almacenaje","7.37"
65921,3,"2024-01-02 01:59:00","Recepción",7,64,"27.27","En_Progreso","34.47","0.66","Zona C - Picking","12.99"
65922,4,"2024-04-05 05:00:00","Picking",2,38,"21.47","Completado","10.84","0.90","Zona B - Almacenaje","13.37"
65923,1,"2024-06-12 02:08:00","Inventario",8,44,"82.43","Completado","85.21","0.61","Zona D - Packing","24.77"
65924,1,"2024-06-08 02:12:00","Packing",6,122,"92.52","Completado","15.96","0.85","Zona D - Packing","11.40"
65925,5,"2024-05-16 05:49:00","Picking",1,123,"19.51","Completado","32.67","1.14","Zona A - Recepción","2.32"
65926,2,"2024-09-30 04:17:00","Picking",1,12,"40.71","Completado","135.81","1.28","Zona E - Expedición","24.10"
65927,2,"2024-04-12 00:40:00","Packing",8,159,"64.66","En_Progreso","26.94","0.65","Zona C - Picking","18.66"
65928,3,"2024-04-19 00:31:00","Inventario",6,134,"50.83","Completado","79.51","1.39","Zona E - Expedición","9.33"
65929,5,"2024-07-10 09:04:00","Picking",5,190,"72.18","Completado","121.45","0.91","Zona D - Packing","5.66"
65930,5,"2024-07-08 09:19:00","Packing",4,99,"184.58","Completado","126.26","1.40","Zona B - Almacenaje","3.25"
65931,4,"2024-06-11 07:18:00","Recepción",6,11,"16.66","Completado","151.53","1.21","Zona E - Expedición","20.25"
65932,5,"2024-07-06 11:28:00","Inventario",3,172,"35.92","Completado","160.37","0.87","Zona C - Picking","5.62"
65933,1,"2024-08-04 00:53:00","Packing",7,98,"29.20","En_Progreso","44.76","0.79","Zona C - Picking","23.14"
65934,4,"2024-07-19 12:16:00","Picking",5,86,"46.98","Completado","14.28","0.62","Zona A - Recepción","15.04"
65935,3,"2024-03-07 03:59:00","Packing",6,86,"150.33","Completado","27.94","0.80","Zona B - Almacenaje","5.36"
65936,5,"2024-05-31 10:11:00","Recepción",6,164,"30.63","En_Progreso","10.39","1.00","Zona A - Recepción","17.98"
65937,4,"2024-03-16 03:15:00","Inventario",5,126,"19.28","Completado","43.32","0.80","Zona D - Packing","2.93"
65938,1,"2024-07-25 01:34:00","Packing",7,130,"74.73","Completado","23.19","1.14","Zona A - Recepción","18.89"
65939,5,"2024-01-05 09:28:00","Recepción",3,66,"31.32","Completado","116.44","0.68","Zona B - Almacenaje","21.53"
65940,2,"2024-07-24 11:30:00","Recepción",1,147,"91.89","Completado","34.60","1.28","Zona D - Packing","21.61"
65941,4,"2024-01-05 12:02:00","Picking",6,195,"34.35","Completado","113.29","0.90","Zona D - Packing","15.71"
65942,2,"2024-10-02 08:49:00","Recepción",7,5,"43.58","En_Progreso","67.95","0.63","Zona B - Almacenaje","18.03"
65943,3,"2024-02-05 05:53:00","Packing",5,162,"10.46","Completado","71.11","1.39","Zona D - Packing","19.60"
65944,5,"2024-03-26 05:10:00","Packing",3,2,"90.77","Completado","28.84","1.01","Zona E - Expedición","16.84"
65945,2,"2024-05-10 11:28:00","Packing",8,144,"129.43","Completado","104.09","0.82","Zona B - Almacenaje","18.16"
65946,4,"2024-07-23 03:12:00","Inventario",7,28,"153.73","Completado","123.73","1.01","Zona D - Packing","24.44"
65947,4,"2024-02-04 07:03:00","Inventario",6,36,"19.49","Completado","141.96","0.85","Zona D - Packing","10.23"
65948,5,"2024-08-21 10:21:00","Packing",6,146,"13.15","Completado","41.08","1.38","Zona B - Almacenaje","11.15"
65949,5,"2024-06-13 11:55:00","Recepción",5,26,"39.87","Completado","164.72","1.20","Zona C - Picking","16.01"
65950,5,"2024-08-26 01:58:00","Picking",4,177,"40.60","Completado","41.85","1.23","Zona C - Picking","17.04"
65951,1,"2024-01-23 12:12:00","Picking",8,187,"183.69","Completado","80.34","1.16","Zona A - Recepción","19.52"
65952,2,"2024-02-21 00:55:00","Packing",3,179,"77.04","Completado","37.57","0.90","Zona A - Recepción","14.19"
65953,1,"2024-09-08 13:54:00","Picking",1,173,"62.22","Completado","18.21","0.98","Zona E - Expedición","4.94"
65954,4,"2024-08-15 06:29:00","Inventario",8,175,"152.79","Completado","98.31","1.32","Zona D - Packing","20.76"
65955,1,"2024-03-07 07:19:00","Recepción",8,133,"89.40","Completado","178.55","0.81","Zona B - Almacenaje","9.73"
65956,1,"2024-06-27 07:16:00","Recepción",4,77,"44.72","En_Progreso","164.54","1.07","Zona B - Almacenaje","11.71"
65957,4,"2024-02-02 13:01:00","Inventario",1,72,"77.37","Completado","114.86","0.96","Zona D - Packing","21.18"
65958,2,"2024-02-02 00:45:00","Picking",8,152,"84.80","Completado","20.21","0.91","Zona D - Packing","17.55"
65959,5,"2024-02-11 00:34:00","Packing",6,95,"24.12","Completado","20.30","0.78","Zona B - Almacenaje","22.93"
65960,4,"2024-01-28 00:05:00","Recepción",2,128,"40.31","En_Progreso","143.92","1.14","Zona E - Expedición","8.23"
65961,1,"2024-03-19 05:34:00","Packing",2,102,"91.15","Completado","30.10","0.83","Zona B - Almacenaje","8.47"
65962,4,"2024-05-27 05:28:00","Inventario",8,84,"18.47","Completado","12.64","0.89","Zona E - Expedición","10.03"
65963,3,"2024-02-04 06:38:00","Recepción",8,28,"25.52","Completado","28.17","0.92","Zona B - Almacenaje","16.82"
65964,1,"2024-03-09 05:24:00","Picking",1,5,"16.80","Completado","38.79","1.05","Zona D - Packing","12.21"
65965,1,"2024-04-15 02:43:00","Recepción",5,147,"50.50","Completado","37.39","1.13","Zona D - Packing","5.80"
65966,3,"2024-09-02 09:13:00","Picking",2,74,"75.39","Completado","156.84","1.10","Zona D - Packing","11.88"
65967,5,"2024-06-20 04:34:00","Inventario",7,6,"73.52","Completado","39.32","0.70","Zona B - Almacenaje","5.57"
65968,3,"2024-01-21 07:37:00","Packing",6,186,"89.63","Completado","87.37","1.31","Zona B - Almacenaje","10.63"
65969,4,"2024-03-10 01:42:00","Recepción",7,148,"62.65","Completado","77.48","1.05","Zona B - Almacenaje","5.25"
65970,3,"2024-08-18 02:18:00","Packing",8,34,"38.07","Completado","33.40","1.25","Zona D - Packing","11.47"
65971,2,"2024-05-11 01:03:00","Picking",2,95,"20.20","Completado","34.62","1.14","Zona B - Almacenaje","1.27"
65972,1,"2024-09-29 04:46:00","Recepción",4,58,"26.88","Completado","24.75","0.91","Zona C - Picking","15.35"
65973,3,"2024-01-03 11:45:00","Recepción",8,81,"93.43","Completado","76.05","0.92","Zona E - Expedición","0.69"
65974,1,"2024-04-03 04:52:00","Packing",1,63,"82.47","Completado","56.06","1.01","Zona C - Picking","9.46"
65975,2,"2024-07-22 10:43:00","Picking",4,76,"155.84","Completado","69.97","1.14","Zona C - Picking","7.90"
65976,4,"2024-09-24 12:15:00","Picking",1,172,"224.22","Completado","21.53","1.19","Zona E - Expedición","12.88"
65977,1,"2024-01-26 13:52:00","Picking",8,24,"31.75","En_Progreso","35.94","1.36","Zona B - Almacenaje","23.55"
65978,2,"2024-04-27 04:19:00","Picking",3,33,"37.78","Completado","135.80","1.35","Zona E - Expedición","12.85"
65979,1,"2024-09-07 07:01:00","Packing",4,85,"39.20","Completado","62.67","0.76","Zona A - Recepción","2.73"
65980,1,"2024-05-30 01:20:00","Recepción",6,18,"68.85","En_Progreso","35.03","1.00","Zona B - Almacenaje","20.58"
65981,1,"2024-09-21 10:34:00","Inventario",6,1,"19.17","Completado","82.61","1.10","Zona A - Recepción","12.87"
65982,4,"2024-04-25 07:33:00","Packing",8,30,"25.42","Completado","104.02","1.18","Zona D - Packing","14.33"
65983,4,"2024-01-01 01:26:00","Inventario",6,88,"48.97","Completado","37.03","1.27","Zona C - Picking","7.63"
65984,4,"2024-03-07 07:15:00","Packing",7,83,"182.91","Completado","17.17","1.28","Zona C - Picking","17.37"
65985,4,"2024-06-29 11:13:00","Packing",6,94,"49.49","Completado","78.15","1.26","Zona B - Almacenaje","7.56"
65986,3,"2024-09-11 13:53:00","Recepción",2,76,"17.97","Completado","43.87","1.32","Zona D - Packing","3.69"
65987,2,"2024-06-18 04:39:00","Inventario",6,12,"120.55","Completado","55.00","1.17","Zona E - Expedición","15.68"
65988,4,"2024-05-03 09:50:00","Recepción",2,87,"65.64","Completado","87.19","1.04","Zona A - Recepción","24.94"
65989,3,"2024-06-08 12:27:00","Packing",3,5,"206.87","Completado","69.98","0.93","Zona B - Almacenaje","4.04"
65990,5,"2024-07-04 11:54:00","Packing",1,99,"174.41","Completado","20.57","0.81","Zona E - Expedición","6.16"
65991,4,"2024-06-15 02:03:00","Packing",3,197,"19.59","Completado","179.41","1.08","Zona E - Expedición","8.88"
65992,2,"2024-05-17 13:16:00","Recepción",8,54,"81.23","En_Progreso","132.18","0.86","Zona D - Packing","0.78"
65993,5,"2024-08-08 09:14:00","Picking",6,89,"33.55","Completado","24.46","0.82","Zona E - Expedición","12.65"
65994,2,"2024-01-24 11:52:00","Picking",1,31,"111.93","Completado","141.76","0.83","Zona B - Almacenaje","12.05"
65995,2,"2024-03-21 08:26:00","Inventario",1,198,"31.72","Completado","41.92","0.83","Zona D - Packing","17.19"
65996,4,"2024-01-24 13:37:00","Inventario",1,86,"68.60","Completado","170.51","0.67","Zona A - Recepción","12.43"
65997,1,"2024-02-18 09:00:00","Picking",2,137,"35.86","Completado","38.83","0.97","Zona C - Picking","14.12"
65998,5,"2024-01-18 04:17:00","Inventario",8,81,"35.62","Completado","145.49","1.00","Zona C - Picking","6.88"
65999,4,"2024-06-25 05:37:00","Recepción",7,97,"88.39","En_Progreso","87.06","1.21","Zona B - Almacenaje","12.15"
66000,5,"2024-02-04 11:21:00","Packing",1,60,"29.32","Completado","64.94","0.98","Zona E - Expedición","10.55"
66001,1,"2024-09-28 11:21:00","Inventario",7,90,"32.35","Completado","58.16","1.32","Zona A - Recepción","3.63"
66002,5,"2024-07-04 03:36:00","Picking",8,84,"18.36","Fallido","38.57","1.02","Zona A - Recepción","7.44"
66003,3,"2024-06-18 08:40:00","Inventario",8,186,"41.59","Completado","39.07","0.83","Zona A - Recepción","19.01"
66004,5,"2024-03-17 00:15:00","Recepción",5,58,"48.15","Completado","87.42","1.03","Zona C - Picking","21.69"
66005,2,"2024-02-13 05:53:00","Packing",7,30,"38.86","En_Progreso","27.77","0.74","Zona B - Almacenaje","14.48"
66006,4,"2024-02-01 04:54:00","Recepción",3,108,"22.85","Completado","94.08","0.83","Zona C - Picking","11.50"
66007,4,"2024-06-26 06:55:00","Picking",8,148,"102.29","En_Progreso","26.55","1.11","Zona E - Expedición","16.95"
66008,5,"2024-08-03 04:02:00","Inventario",5,113,"18.70","Completado","20.22","1.30","Zona D - Packing","16.98"
66009,5,"2024-02-18 00:15:00","Packing",5,24,"29.35","Completado","168.50","0.80","Zona E - Expedición","6.78"
66010,5,"2024-07-26 10:17:00","Packing",8,92,"11.91","Completado","68.11","1.08","Zona C - Picking","1.53"
66011,1,"2024-03-02 00:24:00","Inventario",2,143,"37.83","Completado","50.17","0.63","Zona B - Almacenaje","7.53"
66012,4,"2024-08-02 04:16:00","Packing",3,64,"81.82","En_Progreso","19.10","1.19","Zona A - Recepción","6.47"
66013,3,"2024-09-05 03:47:00","Packing",3,138,"41.56","Completado","19.71","0.72","Zona D - Packing","4.07"
66014,3,"2024-02-05 01:48:00","Picking",3,79,"82.42","Completado","133.90","0.94","Zona B - Almacenaje","5.16"
66015,5,"2024-02-25 05:12:00","Recepción",4,53,"101.04","En_Progreso","32.27","0.99","Zona C - Picking","4.58"
66016,2,"2024-02-14 00:32:00","Inventario",1,87,"119.48","Completado","19.89","1.17","Zona C - Picking","13.20"
66017,4,"2024-08-12 10:25:00","Picking",1,45,"38.42","Completado","66.94","0.74","Zona C - Picking","6.29"
66018,2,"2024-03-02 11:36:00","Recepción",6,168,"18.92","Completado","80.81","1.10","Zona C - Picking","19.72"
66019,2,"2024-07-20 13:35:00","Picking",5,62,"11.96","Completado","28.51","1.33","Zona C - Picking","1.92"
66020,5,"2024-03-19 04:02:00","Inventario",7,59,"12.78","Completado","93.79","1.26","Zona C - Picking","11.63"
66021,2,"2024-02-15 13:17:00","Picking",1,121,"47.06","Completado","72.21","1.23","Zona E - Expedición","24.78"
66022,5,"2024-03-02 06:34:00","Picking",8,162,"75.63","En_Progreso","38.28","1.02","Zona C - Picking","21.79"
66023,3,"2024-03-22 10:54:00","Recepción",3,75,"10.08","Completado","34.00","1.18","Zona E - Expedición","9.89"
66024,4,"2024-03-12 07:58:00","Inventario",2,2,"149.92","Completado","40.99","1.01","Zona A - Recepción","18.72"
66025,2,"2024-04-20 11:53:00","Recepción",4,160,"56.77","Completado","107.01","0.67","Zona E - Expedición","19.96"
66026,1,"2024-04-16 04:55:00","Packing",1,14,"19.89","Completado","60.28","1.15","Zona C - Picking","2.61"
66027,4,"2024-02-14 01:31:00","Recepción",3,2,"155.62","Completado","49.89","0.96","Zona C - Picking","12.37"
66028,5,"2024-08-05 01:24:00","Recepción",7,82,"31.27","Completado","169.46","1.06","Zona A - Recepción","24.74"
66029,4,"2024-01-13 04:55:00","Inventario",2,170,"114.35","En_Progreso","46.49","0.91","Zona B - Almacenaje","24.19"
66030,5,"2024-05-29 08:10:00","Packing",1,21,"45.48","Completado","33.27","1.03","Zona C - Picking","2.94"
66031,3,"2024-03-07 03:47:00","Recepción",3,143,"102.63","Completado","95.53","0.66","Zona C - Picking","23.07"
66032,4,"2024-02-09 00:00:00","Packing",3,102,"12.24","Completado","57.12","0.74","Zona B - Almacenaje","13.33"
66033,1,"2024-01-30 05:42:00","Packing",3,92,"40.95","Completado","13.90","1.30","Zona D - Packing","5.04"
66034,5,"2024-08-06 07:12:00","Packing",1,19,"36.28","En_Progreso","58.42","0.96","Zona D - Packing","8.53"
66035,4,"2024-01-13 13:48:00","Recepción",1,176,"57.84","Completado","58.17","0.96","Zona A - Recepción","16.11"
66036,3,"2024-08-29 02:32:00","Packing",2,51,"52.64","Completado","35.73","1.38","Zona A - Recepción","8.30"
66037,2,"2024-05-31 12:15:00","Recepción",7,195,"15.02","Completado","14.12","1.00","Zona E - Expedición","18.00"
66038,2,"2024-02-18 01:07:00","Picking",1,199,"110.84","Completado","158.21","1.12","Zona A - Recepción","16.97"
